	ID006_1	ID007_1	ID008_1	ID009_1	ID010_1	ID011_1	ID012_1	ID013_1	ID014_1	ID015_1	ID016_1	ID017_1	ID018_1	ID019_1	ID020_1	ID021_1	ID022_1	ID023_1	ID024_1	ID025_1	ID026_1	ID027_1	ID028_1	ID029_1	ID030_1	ID031_1	ID032_1	ID033_1	ID034_1	ID035_1	ID036_1	NK02_1	NK04_1	NK01_1	NK03_1	ID037_1	ID038_1	ID039_1	ID040_1	ID041_1	ID042_1	ID043_1	ID044_1	ID045_1	ID046_1	ID047_1	ID048_1	ID049_1	ID050_1	ID051_1	ID052_1	ID053_1	ID054_1	ID055_1	ID056_1	ID057_1	ID058_1	ID059_1	ID060_1	ID061_1	ID062_1	ID063_1	ID064_1	ID065_1	ID066_1	ID067_1	ID068_1	ID069_1	NK06_1	NK05_1	ID006_2	ID007_2	ID008_2	ID009_2	ID010_2	ID011_2	ID012_2	ID013_2	ID014_2	ID015_2	ID016_2	ID017_2	ID018_2	ID019_2	ID020_2	ID021_2	ID022_2	ID023_2	ID024_2	ID025_2	ID026_2	ID027_2	ID028_2	ID029_2	ID030_2	ID031_2	ID032_2	ID033_2	ID034_2	ID035_2	ID036_2	NK02_2	NK03_2	NK04_2	ID038_2	ID039_2	ID040_2	ID041_2	ID043_2	ID044_2	ID045_2	ID046_2	ID047_2	ID048_2	ID049_2	ID050_2	ID051_2	ID052_2	ID053_2	ID054_2	ID055_2	ID056_2	ID058_2	ID059_2	ID060_2	ID061_2	ID062_2	ID063_2	ID064_2	ID065_2	ID066_2	ID067_2	ID068_2	ID069_2	NK05_2	NK06_2	ID037_2	ID057_2	NK08_2	ID006_3	ID007_3	ID008_3	ID009_3	ID010_3	ID011_3	ID012_3	ID013_3	ID014_3	ID015_3	ID016_3	ID017_3	ID018_3	ID019_3	ID020_3	ID022_3	ID023_3	ID024_3	ID025_3	ID026_3	ID027_3	ID028_3	ID029_3	ID030_3	ID031_3	ID032_3	ID033_3	ID034_3	ID035_3	ID036_3	NK02_3	NK03_3	NK04_3	ID037_3	ID038_3	ID039_3	ID040_3	ID041_3	ID042_3	ID043_3	ID044_3	ID045_3	ID046_3	ID047_3	ID048_3	ID049_3	ID050_3	ID051_3	ID052_3	ID053_3	ID054_3	ID055_3	ID056_3	ID057_3	ID058_3	ID059_3	ID060_3	ID061_3	ID062_3	ID063_3	ID064_3	ID065_3	ID066_3	ID067_3	ID068_3	ID069_3	NK05_3	NK08_3	ID006_4	ID007_4	ID008_4	ID009_4	ID010_4	ID011_4	ID012_4	ID013_4	ID014_4	ID015_4	ID016_4	ID017_4	ID018_4	ID019_4	ID020_4	ID021_4	ID022_4	ID023_4	ID024_4	ID025_4	ID026_4	ID027_4	ID028_4	ID029_4	ID030_4	ID031_4	ID032_4	ID033_4	ID034_4	ID035_4	ID036_4	NK02_4	NK03_4	NK04_4	NK01_4	ID037_4	ID038_4	ID039_4	ID040_4	ID041_4	ID042_4	ID043_4	ID044_4	ID045_4	ID046_4	ID047_4	ID048_4	ID049_4	ID050_4	ID051_4	ID052_4	ID053_4	ID054_4	ID055_4	ID056_4	ID057_4	ID058_4	ID059_4	ID060_4	ID061_4	ID062_4	ID063_4	ID064_4	ID065_4	ID066_4	ID067_4	ID068_4	ID069_4	NK05_4	NK06_4
seq11	808	1187	13067	88	958	292	0	0	4359	1883	801	1186	21553	21598	72306	30689	869	2329	9080	1577	626	23	156992	28012	1141	25	2349	846	8200	2511	2466	0	0	0	0	0	542	243	7	0	79	26	1264	136	663	39	6474	19	109	125	8925	4476	860	406	332	56	1372	0	90	14	24	3	0	126	7	215	0	27	0	0	624	872	10077	134	513	0	0	127	3623	2441	670	475	19107	15378	47320	37168	621	1985	16063	1163	293	39	97619	30381	685	50	1142	713	5357	818	1158	0	0	0	648	134	17	0	72	1978	251	562	49	13668	14	82	120	9529	4598	620	148	262	1101	0	85	102	25	0	0	169	27	389	26	57	0	0	0	90	0	1195	602	9639	72	668	1273	0	0	3527	1336	667	454	17158	9242	33801	1495	1944	18026	1311	479	44	111416	31240	1224	11	1750	735	7702	884	1465	0	0	0	0	1149	325	17	0	91	16	974	270	1312	63	10875	25	71	125	9184	2000	1116	409	185	68	1068	0	53	9	21	9	0	93	19	231	0	35	0	0	842	793	8123	219	569	656	20	0	4114	2496	800	452	15454	11254	38182	23136	709	3359	1499	1481	513	76	84438	22892	829	18	2037	1128	6885	1836	1875	0	0	0	0	0	965	0	11	7	75	16	1327	249	818	19	7172	90	39	130	7993	2437	568	348	433	55	719	0	113	223	19	0	0	148	28	249	36	29	0	0
seq12	61	3194	106	0	381	0	110	0	2080	1436	143	585	2067	2688	9448	3097	1141	556	0	0	0	0	0	0	367	36	640	98	121860	26458	851	0	0	0	0	0	4348	521	73062	18129	53730	1505	838	0	0	0	395	0	2520	159	399	0	222	203	630	0	19605	0	1678	338	0	0	0	574	0	0	132	104	0	0	41	2200	98	0	257	0	145	401	1932	1489	118	114	2104	1817	6518	989	1000	382	0	0	0	0	0	0	166	0	518	64	127129	14415	975	0	0	0	4987	1674	102947	26038	2450	900	0	0	0	462	0	2334	130	662	0	118	80	641	9981	0	1782	698	0	0	0	788	0	0	153	78	0	0	0	0	0	212	2229	175	0	57	0	0	0	2048	1141	121	409	2556	932	6621	1620	393	9	0	0	0	0	0	435	0	777	31	153271	14080	1251	0	0	0	0	9170	1860	70868	15936	52850	1915	813	163	0	0	756	0	2019	146	399	0	237	94	478	0	21585	0	1605	117	0	0	0	564	0	0	436	118	0	0	119	1640	46	0	147	0	148	570	1683	1006	109	451	1573	1343	5026	148	1044	486	0	399	0	0	0	0	157	15	201	121	88497	12832	744	0	0	0	0	0	5649	0	47166	15258	36439	1451	628	200	0	0	457	0	1274	208	376	0	266	118	217	0	11347	0	1279	85	0	0	0	403	0	0	109	36	0	0
seq13	1664	134723	0	36	0	0	0	0	0	0	130	2362	59	5294	18	0	0	0	0	0	0	0	0	0	485	688	0	0	0	0	913	0	0	0	0	0	0	0	21239	33293	17334	1948	3118	65	0	0	0	0	284	884	57	1530	28208	113302	38	3926	0	724	0	486	0	0	0	41	0	0	0	0	0	0	1214	111370	0	0	0	0	0	494	0	0	299	2153	71	4333	3	1446	0	0	0	0	0	0	0	0	333	643	0	0	0	0	329	0	0	0	0	0	33797	47711	3409	3752	209	0	0	0	0	363	1329	76	900	21267	47265	66	0	0	0	97	0	0	0	127	0	0	0	0	0	0	0	0	0	1358	112350	0	41	0	0	0	257	0	0	153	2276	82	2316	17	0	0	0	0	0	0	0	0	630	463	0	0	0	0	693	0	0	0	0	0	0	25419	31321	15610	1774	2315	99	0	0	0	0	266	741	102	1452	22462	107908	0	2988	0	267	0	41	0	0	0	103	0	0	0	45	0	0	1245	77916	0	50	0	0	0	1199	0	0	205	1027	40	3425	29	0	0	0	0	0	0	0	0	0	243	280	0	0	0	0	677	0	0	0	0	0	0	0	17057	30925	13500	1370	3274	132	0	0	0	0	183	804	128	893	16673	76420	0	3474	0	0	0	129	0	0	0	46	0	0	0	0	0	0
seq14	1604	137928	0	0	0	0	0	0	0	0	147	2500	79	5231	0	0	0	0	0	0	0	0	0	0	418	720	0	0	0	0	862	0	0	0	0	0	0	0	20713	32896	17262	1829	2967	68	0	0	0	0	250	931	44	1412	28023	110263	0	3847	0	780	0	482	0	0	0	50	0	0	0	0	0	0	1104	111224	0	0	0	0	0	488	0	0	232	2150	36	4349	3	1235	0	0	0	0	0	0	0	0	315	617	0	0	0	0	331	0	0	0	0	0	32905	47625	3509	3850	223	0	0	0	0	354	1177	79	863	21564	45058	63	0	0	0	98	0	0	0	139	0	0	0	0	0	0	0	5181	0	1228	112752	0	0	0	0	0	281	0	0	130	2276	67	2380	9	0	0	0	0	0	0	0	0	614	484	0	0	0	0	572	0	0	0	0	0	0	23629	30400	15059	1673	2240	114	0	0	0	0	212	702	79	1185	22606	98017	0	2759	0	270	0	36	0	0	0	146	0	0	0	43	0	0	1215	78721	0	49	0	0	0	1309	0	0	175	1010	69	3425	35	0	0	0	0	0	0	0	0	0	274	309	0	0	0	0	617	0	0	0	0	0	0	0	16068	30084	13148	1373	3098	136	0	0	0	0	205	869	163	900	16629	73422	0	3503	0	0	0	93	0	0	0	52	0	0	0	0	0	0
seq15	51	2593	75	0	328	0	91	0	1803	1102	130	467	1795	2203	8900	2484	1015	481	0	0	0	0	0	0	379	26	505	74	115745	26180	758	0	0	0	0	0	4371	452	66410	16819	50415	1417	754	0	0	0	358	0	2392	149	386	0	194	193	373	0	18553	0	1399	258	0	0	0	536	0	0	124	83	0	0	43	1732	111	0	191	0	95	402	1609	1173	102	125	1704	1455	5859	929	889	282	0	0	0	0	0	0	193	0	455	40	121650	13190	834	0	0	0	4797	1466	98113	24780	2446	911	87	0	0	441	0	2139	98	579	0	101	70	442	9665	0	1692	574	0	0	0	763	0	0	155	50	0	0	0	0	0	190	1801	144	0	38	0	0	0	1542	833	107	337	1928	588	5495	1477	338	0	0	0	0	0	0	401	0	662	27	137089	12193	975	0	0	0	0	9194	1870	72473	14789	52292	1883	932	121	0	0	791	0	1787	103	325	0	216	94	231	0	21779	0	1499	106	0	0	0	491	0	0	385	119	0	0	149	1415	67	0	154	0	125	494	1605	844	103	399	1474	1159	4945	163	1120	413	0	263	0	0	0	0	154	6	157	89	87154	13111	681	0	0	0	0	0	5718	930	46300	14694	35382	1331	575	146	0	0	485	0	1223	186	365	0	204	101	160	0	11133	0	1173	62	0	0	0	373	0	0	140	36	0	0
seq16	685	1052	10236	51	824	250	0	0	4094	1963	723	1257	18756	16891	72454	27907	826	2179	8480	1528	529	20	147074	27149	954	33	2163	732	7504	2274	2207	0	0	0	0	0	409	150	7	0	52	11	1110	102	544	19	5351	12	78	98	7760	4066	600	324	303	49	1331	0	69	18	9	0	0	93	6	153	6	17	0	0	477	756	6302	93	317	0	0	88	2431	1936	571	337	13219	9099	37696	28407	438	1264	11121	812	259	23	74168	24565	489	34	872	464	3856	573	872	0	0	0	464	125	17	0	65	1852	209	413	63	11448	9	65	80	7985	3775	469	117	245	1037	0	48	86	13	0	0	136	16	287	20	30	0	0	0	0	0	1104	535	7468	48	588	1042	0	0	3276	1322	648	433	13405	7141	31777	1204	1784	15476	1143	391	24	96703	30432	960	5	1600	572	6928	782	1133	0	0	0	0	1060	277	14	0	67	10	975	313	1272	40	10436	13	72	101	8079	1853	931	428	193	58	1030	0	35	5	17	9	0	96	17	177	0	31	0	0	791	796	5675	163	566	515	19	0	3442	2248	776	389	11475	7800	35734	20882	584	3051	1261	1287	571	36	73153	21891	611	26	1659	822	5716	1653	1532	0	0	0	0	0	886	94	12	6	80	16	1439	285	868	18	7286	93	62	111	8310	2688	483	422	421	47	732	0	97	194	21	12	0	153	31	258	34	19	0	0
seq17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181684	7942	14	104	0	0	152742	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111874	8668	16	81	11	0	119585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148726	4943	23	55	0	0	126291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82140	3683	9	84	0	0	74662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
seq18	89930	23102	255	0	0	0	0	0	24	0	0	0	8	0	0	0	121995	2236	0	0	4680	77	0	0	136	13	2074	43	0	0	743	0	0	0	0	0	171	37	0	0	0	0	8340	683	0	0	0	0	0	0	0	0	0	0	234	41	1031	108	24	0	0	0	0	48	21	401	1323	12172	0	0	67926	22595	92	0	0	0	0	0	15	0	0	0	0	11	88	24	101706	1915	0	0	4640	9	0	0	161	15	1364	22	0	0	814	0	0	0	172	58	0	0	0	13120	923	0	0	0	0	0	0	14	0	0	0	273	488	53	22	0	0	0	0	80	75	365	11452	16173	0	0	0	0	0	116831	16810	64	0	0	0	0	0	17	8	0	0	8	0	33	113662	2151	0	0	4190	0	0	0	329	8	2652	21	0	0	1136	0	0	0	0	233	25	0	0	0	0	6588	1524	0	0	0	0	0	0	0	0	0	0	202	46	214	0	0	0	0	0	0	97	54	402	7342	15020	0	0	66533	15797	61	0	0	0	0	0	0	0	0	0	0	0	63	0	73366	3993	0	0	4176	0	0	0	168	0	2533	37	0	0	495	0	0	0	0	0	199	54	0	0	0	0	10223	605	0	0	0	0	0	0	0	0	0	0	257	47	208	283	0	0	0	0	0	105	50	342	9697	10967	0	0
seq19	89493	22374	262	0	6	0	0	0	13	0	0	0	0	0	0	0	121772	2283	0	0	4785	115	0	0	200	10	2113	47	0	0	950	0	0	0	0	0	167	48	0	0	0	0	8262	685	0	0	0	0	0	0	0	0	0	0	268	40	1038	92	13	0	0	0	0	63	14	352	1301	11420	0	0	66872	21567	93	0	0	0	0	0	0	0	0	0	0	12	79	26	100888	1956	0	0	4479	17	0	0	180	0	1192	29	0	0	944	0	0	0	172	73	0	0	0	13165	814	0	0	0	0	0	0	14	0	0	0	285	511	77	14	0	0	0	0	94	91	343	11018	15523	0	0	0	126	0	116760	15987	107	0	0	0	0	0	17	0	0	0	0	0	28	114894	2137	0	0	4208	2	0	0	378	0	2774	26	0	0	1314	0	0	0	0	266	20	0	0	0	0	6698	1386	0	0	0	0	0	0	0	0	0	0	190	58	254	0	0	0	0	0	0	102	53	391	7097	14141	0	0	65748	14462	61	0	0	0	0	0	10	0	0	0	0	10	64	0	72220	3941	0	0	4136	0	0	0	154	5	2585	30	0	0	542	0	0	0	0	0	197	0	0	0	0	0	10090	627	0	0	0	0	0	0	0	0	0	0	267	54	170	259	0	0	0	0	0	68	69	334	9674	10204	0	0
seq20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172493	7852	7	77	0	0	152502	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106004	8359	0	60	14	0	119866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137895	4670	24	40	0	0	126037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77416	3593	0	51	0	0	74079	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
seq21	539	1089	110	71	3351	748	2173	1477	2856	12483	107	2191	10844	11210	20801	36076	3749	19878	286	0	0	0	3408	4980	2310	1270	3087	3320	4993	1633	2561	0	0	0	0	0	0	0	0	0	12	0	7637	33781	0	0	0	0	346	305	4204	4345	5194	51825	305	1201	0	0	800	942	0	0	0	388	49	81	71	626	0	0	46	901	188	0	3558	0	1772	0	2945	12493	211	7526	11314	9426	22799	26714	2341	17455	276	0	0	0	2595	9438	1103	1686	1669	2631	2520	1090	4227	0	0	0	0	0	0	0	0	10823	42910	0	0	0	0	296	620	4165	8612	5404	22150	261	0	0	928	876	0	0	0	738	118	149	516	629	0	0	0	0	0	0	758	246	0	3194	2485	0	3103	2915	10167	193	11577	16040	8923	25220	4198	19595	280	0	0	0	2333	17178	2240	696	1830	2472	3460	3636	5407	0	0	0	0	0	0	0	0	0	0	6232	28912	0	71	0	7	487	257	2893	4686	4895	58315	262	2001	0	0	928	1353	0	0	0	383	229	162	301	466	0	0	394	720	0	0	1916	1704	1955	2293	1760	8510	202	2053	8021	6507	9864	18779	1743	18119	0	0	277	0	1757	6087	1052	598	1915	3318	2520	712	3159	0	0	0	0	0	0	0	0	0	0	0	5815	19935	127	0	37	0	319	0	2602	3852	3587	33629	185	477	0	0	635	1725	0	17	0	321	72	92	367	207	0	0
seq22	464	1243	112	69	3515	748	2154	1463	2869	12168	109	2017	10592	10560	19494	35557	3865	19896	294	0	0	0	3273	4991	1975	1334	2908	3622	4317	1599	2478	0	0	0	0	0	0	0	0	0	13	0	7619	32113	0	0	0	0	324	335	4166	4260	5203	51698	0	1165	0	0	750	908	0	0	0	378	50	85	63	577	0	0	56	1088	204	0	3346	0	1766	0	2879	12411	174	7254	10563	8934	20600	27294	2250	16991	246	0	0	0	2492	9255	1064	1699	1548	2694	2181	1060	4170	0	0	0	0	0	0	0	0	10859	40502	33	0	0	0	290	686	3971	8547	5389	21675	203	0	0	858	858	0	0	4	664	137	120	503	608	0	0	0	1168	0	0	773	235	0	2999	2521	0	2847	2796	9595	188	11061	14587	7941	23395	4054	19296	269	0	0	0	2174	15543	2092	746	1903	2526	3012	3443	5356	0	0	0	0	0	0	0	0	0	0	5811	26899	0	69	0	0	480	230	2951	4421	5073	53643	276	1906	0	0	884	1436	0	0	4	373	200	200	278	440	0	0	317	817	0	0	1903	1784	2107	2336	1771	8381	188	1998	7552	6066	8788	18021	1712	16580	0	0	298	0	1814	5905	941	519	1774	3094	2294	788	2745	0	0	0	0	0	0	0	0	0	0	0	5730	19057	113	0	57	0	280	0	2502	3622	3716	32954	0	520	0	0	579	1814	0	0	0	306	79	79	383	234	0	0
seq23	0	21	0	9	773	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	6	0	0	281	255	336	0	0	0	0	0	2	0	12351	26797	156151	16885	48	13	0	0	0	0	2904	7108	142	271	103	21	56	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	103	295	388	0	0	0	0	0	26589	42562	35649	104	83	0	0	0	0	4103	11007	146	177	91	6	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	0	0	659	2284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	452	7	0	0	173	203	450	0	0	0	0	0	0	19083	22566	169638	21905	53	57	0	0	0	0	4034	7736	129	15	92	24	100	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	17	0	692	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	0	0	0	232	325	381	0	0	0	0	0	4	0	21543	38699	133552	31292	49	6	0	0	0	0	3646	10581	213	432	104	47	61	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
seq24	0	17	0	14	953	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	4	0	0	294	322	410	0	0	0	0	0	8	0	12313	26206	156300	16181	43	10	0	0	0	0	2930	6681	175	276	88	36	56	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	9	11	547	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	9	0	0	127	310	409	0	0	0	0	0	26432	41396	33364	118	85	0	0	0	0	4129	10728	220	224	63	16	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	10	24	0	0	656	2256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	539	4	0	0	197	221	504	0	0	0	0	0	0	18789	21737	169075	20723	63	72	0	0	0	0	3947	7426	213	7	93	34	77	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	15	27	0	745	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324	0	0	0	214	429	464	0	0	0	0	0	9	0	21090	37171	133551	28318	31	19	0	0	0	0	3651	10244	288	405	93	51	51	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
seq25	366	37034	154	0	251	9	58	776	1142	13174	26	0	74	466	8091	6914	224	552	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50010	10754	46086	1213	126	0	0	0	0	0	0	0	935	1293	771	5742	223	552	6219	0	0	0	786	4402	0	0	0	0	0	0	0	0	368	27148	223	0	318	0	122	0	1105	14804	0	0	64	250	4635	6953	298	311	158	523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75699	15485	1499	224	0	0	0	0	0	0	0	1040	477	715	2567	155	10747	0	0	0	991	3282	0	0	0	0	0	0	0	0	0	1036	0	678	27028	95	0	144	0	0	0	1272	12047	0	0	116	142	4936	685	276	181	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55709	11010	47918	1205	85	0	0	0	0	0	0	0	683	185	933	5938	324	739	5705	0	0	0	852	3101	0	30	0	8	0	0	0	0	308	16842	29	0	135	0	66	0	1009	9962	0	0	79	238	3447	2565	402	423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32073	9715	29161	1313	143	0	0	0	0	0	0	0	886	0	480	3720	76	396	2571	0	0	0	650	2697	0	0	0	0	0	0	0	0
seq26	2129	150	8797	21	804	30	13	0	223	21	0	0	19	42	53	0	0	0	563	0	100	0	9579	0	6488	20	4990	0	63386	2426	59703	0	0	0	0	0	1962	0	0	0	9941	1178	160	0	22	0	0	0	129	0	10078	7034	47	6	406	28	2668	0	229	0	10	22	0	41	10	43	0	0	0	0	2337	12	5077	70	765	0	43	0	281	40	0	0	33	0	0	0	9	0	1052	257	48	0	6368	397	4288	170	3546	0	43602	2035	45110	0	0	0	2034	0	10	0	2639	195	161	35	0	0	0	91	98	10065	8124	203	0	134	6600	0	224	0	0	37	0	13	15	41	0	0	0	0	0	111	0	3636	49	8762	0	1009	0	0	0	260	0	18	0	23	10	32	0	5	1513	0	0	0	6577	735	8928	25	6553	0	57953	553	51473	0	0	0	0	3303	175	15	0	11485	3070	119	183	0	0	18	0	109	38	8456	7429	162	0	110	31	1838	0	119	0	0	0	0	52	49	197	0	0	0	0	1802	58	5338	0	804	39	38	0	284	28	24	0	21	0	13	0	0	0	112	0	64	0	5822	458	5571	6	4712	53	35981	788	36794	0	0	0	0	0	2929	0	9	0	11378	2584	52	0	0	0	0	0	93	51	6860	6522	124	0	126	34	4951	0	304	0	0	8	0	20	26	126	27	0	0	0
seq27	356	38827	128	0	166	0	68	734	1220	12367	12	0	103	479	8533	6476	231	574	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47288	9960	44760	1103	147	0	0	0	0	0	0	0	976	1129	759	5062	139	505	6075	0	0	0	690	4346	0	0	0	0	0	0	0	0	378	27816	197	0	279	0	101	0	1092	13591	0	0	62	255	4688	6908	307	283	103	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72814	14135	1349	183	0	0	0	0	0	0	0	975	442	666	2200	146	10498	0	0	0	984	3238	0	0	0	0	0	0	0	0	0	0	0	730	27190	75	0	113	0	0	0	1051	10775	0	0	95	130	4754	679	215	134	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57323	10292	49666	1151	71	0	0	0	0	0	0	0	641	195	893	5883	205	582	5836	0	0	0	880	3231	0	36	0	12	0	0	0	0	306	18098	20	0	114	0	54	0	1023	9192	0	0	49	230	3893	2696	436	421	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32104	9200	28647	1356	126	0	0	0	0	0	0	0	799	0	411	3306	54	317	2523	0	0	0	662	2791	0	0	0	0	0	0	0	0
seq28	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1168	6	255	0	0	0	0	2	0	0	0	0	8	0	13	0	0	0	0	0	0	0	0	0	14	0	19782	0	0	0	0	0	53882	2	68886	0	6573	0	6	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1463	0	242	0	0	0	0	0	0	0	0	22	31	0	0	21	0	0	0	0	0	12	0	26984	0	0	0	0	0	0	83212	0	5618	0	0	0	20	0	0	0	0	0	0	3	73138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2604	0	128	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	10	0	24239	0	0	0	0	0	63842	0	80573	0	6142	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	5	0	972	0	120	0	0	0	0	0	0	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	26	0	16389	0	0	0	0	0	34807	16	59275	0	3460	0	0	0	21	0	3	0	0	0	0
seq29	1905	134	8277	21	645	27	0	0	241	0	0	0	16	31	64	0	0	0	608	0	120	0	8989	0	6118	34	3842	0	59259	2336	58623	0	0	0	0	0	1877	0	0	0	9218	1242	170	0	23	0	0	0	195	0	9826	6557	0	0	298	37	2584	0	170	0	0	16	0	39	0	28	0	0	0	0	2163	17	4754	50	717	0	49	0	226	30	0	0	21	0	0	0	17	0	1029	209	41	0	6207	329	4022	157	2691	24	39863	1991	45016	0	0	0	2048	0	3	0	2620	171	171	34	0	0	0	65	102	10110	8254	154	0	142	6228	0	146	0	0	28	0	0	0	27	0	0	0	0	0	0	0	3395	46	8494	0	990	0	0	0	284	43	0	0	29	0	40	7	0	1480	0	0	0	6667	645	8047	33	6011	43	53198	506	50741	0	0	0	0	3437	142	14	0	11302	3170	146	201	0	0	9	0	159	0	8323	7822	134	5	111	31	1745	0	114	0	0	0	0	59	26	193	0	0	0	0	1658	50	5247	0	743	39	49	0	282	28	0	0	17	7	15	0	0	0	127	0	67	0	6009	455	5137	27	3444	0	33885	842	36296	0	0	0	0	0	2928	37	13	0	11307	2752	43	0	0	0	0	0	42	46	6667	6632	106	0	166	55	5055	0	198	0	0	10	0	32	17	109	26	0	0	0
seq30	0	0	0	0	0	0	6	0	8	0	34748	1315	114111	64462	3443	6187	0	16	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	21403	1925	89302	44060	2702	7623	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29593	554	73347	22730	1787	0	13	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	3	16128	703	57336	29245	2497	3739	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
